DateTime,AddedIPs,RemovedIPs
1540023432,1032,0
1540045074,461,0
1540064867,407,1845
1540086441,516,0
1540108046,3,0
1540129635,1223,0
1540147627,536,2270
1540169521,489,0
1540190836,553,0
1540212476,1644,0
1540232359,1315,1927
1540253941,784,0
1540275384,849,0
1540297061,546,0
1540318571,301,2201
1540340271,187,0
1540356396,409,0
1540378330,736,0
1540399726,533,1742
1540421662,436,0
1540442816,345,0
1540464493,722,0
1540485996,611,2052
1540506953,489,0
1540527567,557,0
1540543671,213,0
1540565176,690,1735
1540583220,550,0
1540604940,500,0
1540626397,836,0
1540647965,464,0
1540667836,582,1685
1540689472,518,0
1540711025,927,0
1540732754,106,0
1540747020,379,2160
1540766750,471,0
1540788398,369,0
1540809999,899,0
1540831905,577,2545
1540853199,428,0
1540873062,486,0
1540894900,596,0
1540914481,145,2082
1540932557,608,0
1540952288,636,0
1540972177,881,0
1540993607,632,0
1541015251,548,1620
1541036878,316,0
1541058367,1346,0
1541080022,566,0
1541101642,261,1892
1541123196,283,0
1541134032,426,0
1541155623,1076,0
1541177297,649,1683
1541198851,404,0
1541218635,516,0
1541240230,973,0
1541261905,11,1809
1541277993,391,0
1541299563,364,0
1541319529,770,0
1541339666,715,0
1541360825,403,1660
1541382524,329,0
1541403986,740,0
1541425683,740,0
1541441904,13,2153
1541462115,324,0
1541483247,132,0
1541504896,1042,0
1541526566,568,2151
1541547243,446,0
1541567885,466,0
1541587635,711,0
1541609268,517,2138
1541630823,328,0
1541652384,48,0
1541672246,660,0
1541693809,650,1804
1541713603,385,0
1541735211,306,0
1541755035,688,0
1541776620,695,2821
1541798388,338,0
1541819822,414,0
1541841417,618,0
1541863026,637,1579
1541884633,363,0
1541906275,3,0
1541926000,419,0
1541943978,619,0
1541965598,549,2569
1541987166,327,0
1542008844,792,0
1542028617,653,0
1542050480,457,2720
1542071958,331,0
1542093542,691,0
1542115034,215,0
1542131254,732,2056
1542149353,416,0
1542171064,155,0
1542192424,1038,0
1542214040,574,2113
1542235671,359,0
1542257210,646,0
1542278727,663,0
1542300489,242,2071
1542309531,204,0
1542331077,349,0
1542352621,416,0
1542370601,5,0
1542392425,2,2037
1542419276,1,0
1542462365,3,0
1542478553,5,1816
